;atomization_energy;atomtypes;coordinates;dipole;forces;heavy;name;nuclear_charges;size;smiles;total_energy
15;-659.3168183535369;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.871337, -0.111952, -0.052904], [0.334508, 0.373296, -0.286482], [1.483, -0.029096, 0.345823], [-0.970985, -0.936857, 0.602038], [-1.74656, 0.230316, -0.623702], [0.62288, 1.127206, -0.993562], [1.362114, -0.847171, 0.8463]];[-0.5107, -0.9612, 0.162];[[-15.702922231841281, 15.149915769798396, -28.818973465868737], [28.093805945951228, -10.618010091261308, 14.989528729154697], [1.6618689141179759, 1.750552913176195, -6.582344435159741], [-9.15946679810043, -17.256289705470564, 18.974486305406458], [10.446505978249807, -3.688646983278787, 8.3049167147796], [-7.907321588243847, 11.410472955911912, -6.532420183025679], [-7.43247022013345, 3.252005141124157, -0.3351948511076486]];3;mc_amon00016_001_016;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96479.46144707518
16;-660.7541030761623;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.862483, -0.122361, -0.066923], [0.344114, 0.362878, -0.265672], [1.48146, -0.024652, 0.329655], [-1.042305, -0.8979, 0.68106], [-1.709672, 0.290575, -0.62243], [0.551695, 1.16913, -0.956758], [1.244471, -0.796902, 0.886586]];[-0.5666, -0.7134, 0.4248];[[-26.5310123807751, -4.5186375267799335, 2.3509032807427612], [11.098549842960862, 16.9936528729273, -12.004980783152487], [4.061631579689595, -22.673797377410967, 17.737074922128002], [-2.7651188751512716, 1.0557269965306797, -4.80902968687955], [5.623118370065792, -5.559823985564054, 6.222405056148207], [-1.7176677237464475, 2.5171779229124485, -3.9846219888938834], [10.23049800113552, 12.185701097384529, -5.511749614271995]];3;mc_amon00016_001_017;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96480.89873179782
17;-647.9213548622903;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.827773, -0.151365, -0.053397], [0.35987, 0.434348, -0.278823], [1.441408, -0.040473, 0.338903], [-1.099339, -0.839025, 0.849176], [-1.668363, 0.195845, -0.673152], [0.543283, 1.132115, -1.122623], [1.31279, -0.996247, 0.766323]];[-0.3448, -0.9457, 0.1223];[[-35.21738638338609, 10.106521595910845, 13.389433976949071], [-34.17696715082298, -48.89907900277152, -5.132659225261527], [46.59402667884726, -51.85021762643874, 37.42884778073662], [20.28525969392293, 27.00520798984343, -43.3514535583752], [3.7421844321600166, -6.449410337703986, 10.864043057426553], [2.048786907896428, -7.057895437691152, 20.737279263487235], [-3.2759053644386156, 77.14487163303008, -33.935491294962745]];3;mc_amon00016_001_018;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96468.06598358393
18;-637.4812776829673;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.827506, -0.070081, -0.051102], [0.36748, 0.33647, -0.344726], [1.43884, -0.030097, 0.3729], [-0.75152, -0.970225, 0.686161], [-1.941081, 0.064071, -0.478672], [0.471912, 1.366065, -0.916418], [1.343543, -0.958858, 0.776434]];[-0.5096, -1.0542, 0.0657];[[-109.27550415389332, -88.38914346767756, 22.18804831382749], [11.768002746544632, 102.13961370811178, -19.99960370310726], [33.64384097872635, -42.2380292527109, 8.661187163454496], [-18.097320242971094, 32.72936187105097, -24.62337968187081], [74.5574243261847, 4.948548648640203, 16.85444696792452], [11.893800572906049, -57.37193050919439, 19.05189314625478], [-4.490245413318356, 48.181579001779895, -22.132593392304265]];3;mc_amon00016_001_019;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96457.62590640462
19;-637.6754843350994;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.854846, -0.117185, -0.068753], [0.384492, 0.389128, -0.226182], [1.446636, -0.048337, 0.287956], [-0.948029, -1.129876, 0.528399], [-1.762163, 0.22654, -0.535591], [0.55711, 1.137495, -1.024931], [1.11407, -0.491871, 1.269905]];[-0.2166, -0.2084, 0.9704];[[11.2830825718769, -51.21145377169537, 32.95650352202779], [-121.6071217176171, 35.49098613156033, -85.88941490155361], [67.42202955360312, -73.12327930118035, 158.2583341401444], [1.2531970331302085, 50.36472299239516, -19.867604032640926], [1.382794230144044, 6.969290888643455, -4.806212176058654], [0.08479450600580406, -1.2039273542171631, 14.831129124595098], [40.18122382285702, 32.713660414493944, -95.48273567651408]];3;mc_amon00016_001_020;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96457.82011305675
20;-660.0222042634459;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.888758, -0.131236, -0.076809], [0.344177, 0.36684, -0.242891], [1.503346, -0.028155, 0.319903], [-1.114425, -0.903905, 0.633843], [-1.663876, 0.349706, -0.631167], [0.513319, 1.125948, -0.974753], [1.245461, -0.684537, 0.961215]];[-0.599, -0.5496, 0.6091];[[27.553998858044448, 12.581619472951953, 4.0115306402187], [-14.90617855319092, -9.910252796037566, -9.69093993564978], [-3.122991368068184, 5.948000135479278, -1.0458277623838623], [-5.245548203644714, -8.421985712373079, 5.487812630504906], [-14.753921501683608, 0.4172702694399198, -4.878257919928327], [4.742960481114809, 14.000295462325578, -8.368843141902355], [5.73168147324922, -14.614946831786083, 14.484526674961769]];3;mc_amon00016_001_021;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96480.1668329851
21;-640.4869840581573;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.926021, -0.084884, -0.079933], [0.326722, 0.343918, -0.246077], [1.557464, -0.02548, 0.335227], [-1.254176, -1.16796, 0.42009], [-1.872223, 0.216026, -0.508663], [0.619991, 1.107325, -1.059208], [1.307244, -0.59295, 1.019137]];[-0.8989, -0.6595, 0.4148];[[-21.550499925662997, -98.3750018423846, 37.9894114803475], [43.89876689354472, 37.391348561591336, -44.439688653240914], [-45.81566085486955, 31.654119817458216, -52.10710915598233], [37.475473078702436, 67.6403000772857, -10.789312614693873], [13.576344277075505, 23.397074698570687, -16.82371404370518], [-21.741982751768123, -19.404735386266708, 36.774400256752], [-5.842439531200946, -42.303103554612534, 49.39601273052279]];3;mc_amon00016_001_022;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96460.6316127798
22;-636.3426184440019;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.801794, -0.143087, -0.100277], [0.331132, 0.380395, -0.24325], [1.43097, -0.049691, 0.299595], [-0.831005, -0.80206, 0.933476], [-1.639758, 0.27435, -0.535192], [0.62607, 1.297637, -0.870329], [1.06247, -0.629106, 1.036001]];[-0.6653, 0.047, 0.8683];[[-77.89984595092487, -80.29069361382331, 105.31534328167176], [98.06562943051762, 111.36282668853497, -83.99347558404867], [31.26108535869063, -39.80153815167816, 76.39718299968223], [-16.363821808172897, 23.571586053771494, -69.23870503449142], [-45.83046464488978, 10.607400550304003, -13.887577242173961], [-23.3475536255945, -35.3637036572411, 8.504501070315852], [34.114971240373805, 9.914122130132087, -23.097269490955803]];3;mc_amon00016_001_023;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96456.48724716566
23;-646.880641694593;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.810725, -0.09876, -0.036259], [0.329555, 0.364509, -0.295853], [1.430857, -0.031714, 0.346604], [-0.758696, -1.039434, 0.557729], [-1.593099, 0.307709, -0.555279], [0.534876, 1.122949, -1.094008], [1.242496, -0.827372, 0.806945]];[-0.5332, -0.9047, -0.051];[[-51.87278617271117, -78.81489306688444, 40.36222754832062], [101.5492408388815, 65.86855179861595, -41.395848468789374], [45.1772586755472, 24.118473679183143, -21.15867144690587], [-28.786517543660022, 19.495431723651127, -1.9693819585745345], [-58.75401798999111, 6.309871216985441, -22.46085356189651], [-1.3454835565461218, -9.454665090926095, 25.2592584339933], [-5.96769543734134, -27.522770260625133, 21.36326826803132]];3;mc_amon00016_001_024;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96467.02527041624
24;-650.0036910864129;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.820869, -0.107286, -0.029584], [0.340746, 0.399689, -0.26517], [1.438973, -0.034723, 0.324394], [-0.891817, -1.009467, 0.657617], [-1.608107, 0.086381, -0.751295], [0.652263, 1.040745, -1.024357], [1.109012, -0.82611, 0.75733]];[-0.4972, -0.9563, -0.1768];[[-65.05865617867158, -49.05415237927867, 3.062534653345235], [37.59562639685364, 3.0598096365664396, -11.072765349993876], [33.114032733934806, -15.697967871483664, 26.044475932012723], [-6.972674036106424, 30.377206363276695, -16.41256854000176], [-8.415818257078687, 1.396951747690624, 11.707074075042764], [-7.778631544335224, 39.28237383665444, -29.784740519888633], [17.51611969958241, -9.364220147604817, 16.455988563662505]];3;mc_amon00016_001_025;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96470.14831980807
25;-657.5474167115999;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.906698, -0.128815, -0.087303], [0.337509, 0.380609, -0.238155], [1.501863, -0.031566, 0.330379], [-1.041896, -0.862318, 0.722523], [-1.699766, 0.276996, -0.658974], [0.611323, 1.107554, -1.05122], [1.436257, -0.811496, 0.887462]];[-0.3403, -0.8401, 0.4674];[[55.19530023362088, 2.8744705493346556, 28.194770307829817], [-4.167813554199471, -9.36597397694156, -32.71411339813602], [4.2865166132033865, 12.602719972761305, -1.8596935112122222], [-9.784969616012964, 4.652195366109337, -12.450439204832943], [-19.58010527590957, 3.704512083141062, -7.70052032578168], [-12.780036980572481, -11.55543957958805, 23.837353453893538], [-13.168891420129775, -2.912484414816749, 2.6926438640605714]];3;mc_amon00016_001_026;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96477.69204543324
26;-651.5047420667828;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.824472, -0.084123, -0.043472], [0.36342, 0.324092, -0.308977], [1.444609, -0.007651, 0.347415], [-0.981745, -0.990276, 0.60944], [-1.732787, 0.196403, -0.518017], [0.509297, 1.190646, -0.874283], [1.218428, -0.888513, 0.735395]];[-0.5157, -0.977, 0.0293];[[-72.53345783873951, -80.4287967052472, 29.91754773449177], [7.087393922194773, 50.35229203030111, -1.7123149275151663], [42.27125477278273, -55.976884375935235, 23.326065362300955], [6.206953807833279, 22.063263178644966, -8.308149262968893], [-9.021527349981795, 14.629443494153698, -14.531816032717028], [9.377285523961984, 28.659404641751305, -30.248436869357555], [16.612097161948544, 20.701278922152397, 1.5571039957659154]];3;mc_amon00016_001_027;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96471.64937078844
27;-651.769009524187;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.824864, -0.141283, -0.083229], [0.356727, 0.41349, -0.281972], [1.437975, -0.050954, 0.343979], [-0.889042, -0.857403, 0.732302], [-1.723487, 0.299725, -0.391449], [0.457754, 1.088614, -1.086867], [1.291807, -0.78495, 0.867999]];[-0.4351, -0.5232, 0.4465];[[0.8719318483093362, -6.4756406993867355, 35.26419311197296], [-25.38741841589142, -41.47599337044807, 6.37483879499235], [59.752318044588144, 72.9356918972329, -47.87612691431269], [-7.160037319874938, -5.893918394734922, -1.3346083916730433], [-27.44674964458726, 8.469469544780962, -21.15078929436947], [23.064320267189213, 26.915455566016846, -10.107810583394985], [-23.694365965554127, -54.47506335763993, 38.830303276784875]];3;mc_amon00016_001_028;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96471.91363824584
28;-642.0445974875012;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.810655, -0.142953, -0.047857], [0.328817, 0.360862, -0.329126], [1.435129, -0.011434, 0.352965], [-0.998868, -0.901381, 0.749307], [-1.660127, 0.532184, -0.488146], [0.680135, 1.175258, -0.918811], [1.37068, -0.97141, 0.791254]];[-0.3343, -0.8067, 0.3061];[[-132.02244060218445, 22.747834114827896, -11.587852812238877], [87.35275602669316, -0.7032855640345179, 35.961171293828876], [42.54515809114642, -80.674120550423, 31.123926180824583], [2.580460449203661, 16.589849973181366, -21.047339451564707], [23.335610035953056, -49.00478427721826, 19.25620892779077], [-18.254143891351838, 16.175426860088656, -20.541495464424454], [-5.537401295281092, 74.86907825775681, -33.16461748839515]];3;mc_amon00016_001_029;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96462.18922620914
29;-655.3554275994185;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.883729, -0.113988, -0.051918], [0.374832, 0.369607, -0.304963], [1.476475, -0.039275, 0.332378], [-0.97056, -1.046333, 0.532678], [-1.856655, 0.233184, -0.511611], [0.589583, 1.259497, -0.862217], [1.269944, -0.63151, 1.11392]];[-0.4212, -0.4604, 0.7638];[[11.696394570643356, 1.6288105948145537, -21.61857198318552], [-68.49228404384878, -9.628910822211129, 30.787559738516997], [19.667990031578363, -26.815913003580288, 32.65214831903421], [0.11901374411968785, 11.975396919533082, -1.4078601155531743], [36.49398915245183, -3.3476961567819856, 9.101739843440487], [-0.7901362837454705, 5.948883572163439, -14.645835098563312], [1.3050340146220587, 20.239428896062325, -34.86918070368969]];3;mc_amon00016_001_030;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96475.50005632106
30;-660.575344452263;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.860577, -0.132281, -0.071393], [0.336479, 0.386403, -0.258514], [1.478994, -0.0408, 0.321464], [-1.028166, -0.920573, 0.655699], [-1.688215, 0.29435, -0.593657], [0.578507, 1.164992, -0.993271], [1.267231, -0.696456, 1.019942]];[-0.5887, -0.5166, 0.6586];[[-7.720819210559497, 0.5508684266851113, 7.688523374192874], [22.381796058143017, 1.7059695990628883, -14.142178951265043], [6.55426419263499, -8.131267451484007, 18.49125592573863], [-2.988704248791452, -1.559684342376298, -0.7884298872508286], [-13.662047122007573, 1.3136217306847382, -5.070486627475517], [-7.0162956493461, -4.340663574105634, 7.389685796556885], [2.451805979926615, 10.461156797354253, -13.568369630497]];3;mc_amon00016_001_031;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96480.71997317391
31;-638.4816457565356;['C', 'C', 'O', 'H', 'H', 'H', 'H'];[[-0.883989, -0.135674, -0.058679], [0.357657, 0.399973, -0.365949], [1.493324, -0.032538, 0.386022], [-1.060416, -0.887082, 0.850014], [-1.800825, 0.214326, -0.453498], [0.545673, 1.343964, -0.970203], [1.346355, -1.058064, 0.754685]];[-0.7678, -0.7765, 0.0213];[[54.14402362350047, -9.362921673552258, 37.68047782226997], [-28.542450668799926, -29.130798155672423, 62.51860732511829], [-31.470190671457928, -65.81240791506119, -7.816941865080458], [20.03900735086296, 33.99355265115951, -51.80278715597823], [-15.64104846096052, 10.640339101681116, -18.304359855464828], [-1.7214860675357082, -38.22923311583941, 14.706183903570476], [3.192146080211701, 97.90146792146359, -36.98118017443523]];3;mc_amon00016_001_032;[6, 6, 8, 1, 1, 1, 1];7;C=CO;-96458.62627447819
